a0,a1
a0,a2
a0,a4
a0,a5
a0,a6
a0,a7
a0,a8
a0,a9
a1,a2
a1,a3
a1,a4
a1,a5
a1,a6
a1,a9
a1,a27
a2,a3
a2,a4
a2,a5
a2,a6
a2,a7
a2,a8
a3,a4
a3,a6
a3,a7
a3,a8
a3,a9
a4,a5
a4,a6
a4,a7
a4,a9
a5,a6
a5,a7
a5,a8
a5,a9
a6,a8
a6,a9
a7,a8
a7,a9
a8,a9
a9,a22
a10,a11
a10,a15
a10,a36
a11,a14
a11,a15
a11,a18
a11,a31
a12,a16
a12,a17
a12,a19
a12,a30
a13,a33
a14,a34
a14,a35
a14,a37
a15,a18
a15,a30
a15,a32
a15,a35
a15,a36
a15,a39
a16,a17
a16,a33
a16,a39
a17,a30
a17,a34
a17,a38
a17,a39
a19,a32
a19,a34
a20,a30
a20,a31
a20,a32
a20,a34
a20,a35
a20,a38
a20,a39
a21,a30
a21,a31
a21,a32
a21,a33
a21,a34
a21,a35
a21,a37
a21,a39
a22,a30
a22,a31
a22,a32
a22,a33
a22,a34
a22,a35
a22,a38
a23,a31
a23,a32
a23,a33
a23,a35
a23,a36
a23,a37
a23,a38
a23,a39
a24,a30
a24,a32
a24,a33
a24,a35
a24,a37
a24,a38
a24,a39
a25,a30
a25,a31
a25,a32
a25,a33
a25,a34
a25,a35
a25,a36
a25,a37
a25,a38
a25,a39
a26,a31
a26,a32
a26,a33
a26,a34
a26,a35
a26,a36
a26,a37
a26,a38
a26,a39
a27,a31
a27,a32
a27,a33
a27,a34
a27,a36
a27,a37
a27,a38
a28,a30
a28,a31
a28,a32
a28,a33
a28,a34
a28,a35
a28,a36
a28,a37
a28,a38
a28,a39
a29,a30
a29,a31
a29,a32
a29,a34
a29,a37
a29,a38
a29,a39
a30,a32
a30,a33
a30,a36
a30,a37
a31,a38
a32,a33
a32,a36
a33,a35
a36,a37
a37,a39
