a0,a2
a0,a9
a0,a10
a0,a11
a0,a15
a0,a19
a0,a20
a0,a22
a0,a31
a1,a5
a1,a7
a1,a8
a1,a14
a1,a15
a1,a17
a1,a20
a1,a24
a2,a10
a2,a11
a2,a12
a2,a20
a2,a21
a2,a25
a2,a29
a2,a34
a2,a38
a3,a5
a3,a15
a3,a18
a3,a31
a4,a8
a4,a17
a4,a20
a4,a26
a4,a30
a4,a31
a4,a37
a5,a8
a5,a17
a5,a21
a5,a25
a5,a32
a5,a39
a6,a7
a6,a18
a6,a23
a6,a28
a6,a37
a6,a38
a6,a39
a7,a8
a7,a12
a7,a20
a7,a28
a7,a29
a7,a30
a7,a36
a8,a10
a8,a13
a8,a15
a8,a20
a8,a28
a8,a30
a8,a31
a8,a32
a8,a33
a8,a39
a9,a11
a9,a28
a9,a34
a10,a14
a10,a16
a10,a28
a10,a29
a10,a32
a11,a13
a11,a16
a11,a21
a11,a27
a11,a30
a11,a34
a12,a28
a12,a31
a12,a34
a12,a36
a13,a15
a13,a19
a13,a21
a13,a25
a13,a34
a13,a37
a13,a39
a14,a15
a14,a18
a14,a25
a14,a28
a14,a30
a14,a37
a15,a17
a15,a21
a15,a24
a15,a28
a15,a35
a15,a37
a16,a20
a16,a22
a16,a25
a16,a33
a17,a21
a17,a25
a17,a29
a17,a36
a17,a37
a17,a38
a17,a39
a18,a19
a18,a20
a19,a27
a19,a31
a19,a33
a20,a25
a20,a26
a20,a27
a20,a28
a20,a34
a21,a26
a21,a27
a21,a32
a21,a37
a21,a39
a22,a39
a23,a32
a23,a36
a23,a38
a24,a25
a24,a27
a24,a30
a24,a35
a25,a26
a25,a33
a25,a34
a25,a35
a25,a36
a26,a27
a26,a32
a26,a34
a26,a35
a27,a35
a28,a31
a29,a32
a30,a31
a30,a38
a31,a34
a31,a36
a32,a39
a33,a37
a34,a37
a34,a38
a35,a39
a38,a39
