a0,a1
a0,a2
a0,a4
a0,a6
a0,a8
a0,a9
a1,a2
a1,a3
a1,a4
a1,a5
a1,a6
a1,a7
a1,a8
a1,a9
a1,a28
a2,a3
a2,a4
a2,a5
a2,a6
a2,a7
a2,a8
a2,a9
a3,a4
a3,a5
a3,a7
a3,a9
a4,a5
a4,a6
a4,a7
a4,a8
a5,a6
a5,a7
a5,a8
a5,a9
a6,a7
a6,a8
a6,a9
a6,a23
a7,a9
a8,a9
a10,a20
a10,a21
a10,a22
a10,a24
a10,a25
a10,a26
a10,a28
a10,a29
a11,a20
a11,a21
a11,a22
a11,a23
a11,a24
a11,a25
a11,a26
a11,a27
a11,a28
a12,a20
a12,a21
a12,a23
a12,a24
a12,a26
a12,a28
a12,a29
a13,a20
a13,a23
a13,a24
a13,a25
a13,a26
a13,a27
a13,a29
a14,a20
a14,a21
a14,a22
a14,a23
a14,a24
a14,a25
a14,a27
a14,a28
a14,a29
a14,a31
a15,a20
a15,a21
a15,a22
a15,a23
a15,a25
a15,a26
a15,a28
a15,a29
a16,a20
a16,a21
a16,a22
a16,a23
a16,a24
a16,a25
a16,a26
a16,a28
a17,a20
a17,a22
a17,a23
a17,a24
a17,a25
a17,a26
a17,a27
a17,a28
a17,a30
a18,a20
a18,a22
a18,a24
a18,a25
a18,a26
a18,a27
a18,a28
a18,a29
a19,a20
a19,a21
a19,a22
a19,a23
a19,a25
a19,a26
a19,a28
a19,a29
a30,a31
a30,a33
a30,a34
a30,a35
a30,a36
a30,a37
a30,a38
a30,a39
a31,a32
a31,a33
a31,a35
a31,a36
a31,a37
a31,a39
a32,a33
a32,a34
a32,a35
a32,a36
a32,a37
a32,a38
a32,a39
a33,a36
a33,a37
a33,a38
a33,a39
a34,a35
a34,a36
a34,a37
a34,a39
a35,a36
a35,a38
a35,a39
a36,a37
a36,a38
a36,a39
a37,a38
a37,a39
a38,a39
