a0,a7
a0,a23
a1,a9
a1,a23
a1,a25
a1,a29
a2,a3
a2,a8
a2,a20
a2,a25
a3,a6
a3,a7
a3,a8
a3,a22
a3,a23
a3,a27
a4,a5
a4,a27
a5,a6
a5,a9
a5,a22
a6,a20
a6,a24
a6,a25
a7,a20
a7,a22
a7,a25
a7,a26
a8,a28
a9,a25
a10,a15
a10,a30
a10,a35
a10,a36
a11,a15
a11,a19
a11,a32
a11,a33
a12,a13
a12,a14
a12,a17
a12,a38
a13,a18
a13,a30
a13,a31
a13,a36
a13,a37
a14,a32
a15,a31
a15,a38
a15,a39
a16,a18
a16,a34
a17,a18
a17,a19
a17,a38
a18,a31
a18,a32
a18,a39
a19,a34
a20,a21
a20,a25
a20,a27
a20,a30
a20,a31
a20,a34
a20,a36
a20,a37
a20,a38
a20,a39
a21,a23
a21,a27
a21,a30
a21,a31
a21,a32
a21,a35
a21,a36
a21,a37
a21,a38
a21,a39
a22,a24
a22,a31
a22,a34
a22,a35
a22,a36
a22,a37
a22,a38
a22,a39
a23,a25
a23,a30
a23,a31
a23,a32
a23,a33
a23,a34
a23,a35
a23,a36
a23,a37
a23,a38
a24,a28
a24,a29
a24,a30
a24,a31
a24,a32
a24,a35
a24,a36
a24,a37
a24,a38
a24,a39
a25,a31
a25,a32
a25,a34
a25,a36
a25,a37
a25,a38
a25,a39
a26,a30
a26,a31
a26,a33
a26,a35
a26,a36
a26,a37
a26,a38
a26,a39
a27,a30
a27,a31
a27,a32
a27,a35
a27,a36
a27,a37
a27,a38
a27,a39
a28,a29
a28,a31
a28,a32
a28,a33
a28,a34
a28,a35
a28,a36
a28,a37
a28,a38
a28,a39
a29,a30
a29,a31
a29,a33
a29,a34
a29,a35
a29,a36
a29,a37
a29,a38
a29,a39
a30,a31
a30,a34
a30,a36
a30,a38
a31,a39
a32,a35
a32,a37
a35,a36
a36,a37
a36,a39
