a0,a1
a0,a2
a0,a3
a0,a4
a0,a5
a0,a6
a0,a8
a0,a10
a0,a12
a0,a19
a0,a22
a0,a33
a0,a36
a1,a3
a1,a4
a1,a5
a1,a6
a1,a8
a1,a9
a1,a27
a1,a34
a2,a3
a2,a4
a2,a5
a2,a6
a2,a7
a2,a8
a2,a9
a2,a12
a2,a14
a2,a15
a2,a37
a3,a4
a3,a6
a3,a7
a3,a9
a3,a13
a3,a30
a3,a32
a4,a5
a4,a6
a4,a7
a4,a8
a4,a9
a4,a17
a4,a19
a4,a34
a5,a6
a5,a7
a5,a8
a5,a9
a5,a30
a5,a32
a6,a7
a6,a9
a6,a10
a6,a13
a6,a16
a6,a17
a6,a18
a6,a31
a6,a36
a7,a8
a7,a9
a7,a15
a7,a17
a7,a31
a7,a37
a8,a9
a8,a12
a8,a31
a8,a34
a8,a37
a8,a39
a9,a12
a9,a13
a9,a18
a9,a35
a9,a37
a9,a38
a10,a24
a11,a21
a11,a28
a12,a21
a13,a28
a14,a24
a14,a25
a15,a27
a16,a23
a16,a27
a16,a38
a17,a20
a17,a22
a17,a26
a18,a20
a18,a24
a18,a27
a19,a21
a19,a22
a19,a28
a19,a29
a19,a37
a20,a30
a20,a33
a20,a34
a20,a39
a21,a34
a21,a39
a22,a30
a22,a35
a24,a30
a24,a35
a24,a36
a24,a39
a26,a33
a26,a35
a26,a37
a27,a30
a28,a33
a28,a35
a29,a31
a29,a33
a30,a31
a30,a33
a30,a34
a30,a35
a30,a36
a30,a38
a30,a39
a31,a32
a31,a33
a31,a35
a31,a36
a31,a37
a31,a38
a31,a39
a32,a33
a32,a34
a32,a35
a32,a36
a32,a37
a32,a38
a32,a39
a33,a34
a33,a35
a33,a36
a33,a37
a33,a38
a33,a39
a34,a35
a34,a37
a34,a38
a34,a39
a35,a36
a35,a38
a35,a39
a36,a39
a37,a38
a37,a39
a38,a39
