a0,a3
a0,a4
a0,a5
a0,a7
a0,a9
a0,a10
a0,a11
a0,a13
a0,a16
a0,a18
a0,a28
a0,a30
a0,a70
a0,a72
a0,a81
a0,a88
a0,a93
a3,a1
a3,a2
a3,a4
a3,a5
a3,a6
a3,a8
a3,a14
a3,a17
a3,a20
a3,a21
a3,a23
a3,a24
a3,a29
a3,a32
a3,a36
a3,a37
a3,a41
a3,a43
a3,a48
a3,a50
a3,a56
a3,a67
a3,a71
a3,a74
a3,a78
a3,a79
a3,a82
a3,a89
a3,a91
a3,a99
a4,a2
a4,a5
a4,a7
a4,a10
a4,a11
a4,a16
a4,a19
a4,a22
a4,a25
a4,a26
a4,a31
a4,a33
a4,a35
a4,a40
a4,a49
a4,a69
a4,a80
a4,a83
a4,a85
a4,a90
a5,a7
a5,a9
a5,a11
a5,a12
a5,a18
a5,a19
a5,a25
a5,a27
a5,a39
a5,a40
a5,a53
a5,a62
a5,a65
a7,a9
a7,a10
a7,a12
a7,a13
a7,a15
a7,a22
a7,a27
a7,a28
a7,a31
a7,a35
a7,a66
a7,a69
a7,a70
a7,a77
a7,a85
a7,a88
a9,a13
a9,a16
a9,a44
a9,a47
a9,a55
a9,a62
a9,a73
a9,a76
a9,a85
a10,a12
a10,a15
a10,a62
a10,a66
a10,a76
a11,a30
a11,a34
a11,a65
a11,a66
a11,a90
a13,a18
a13,a25
a13,a26
a13,a28
a13,a39
a13,a42
a13,a73
a13,a81
a16,a19
a16,a83
a18,a34
a18,a81
a28,a65
a30,a12
a30,a42
a30,a44
a30,a73
a30,a96
a70,a26
a72,a25
a72,a47
a72,a77
a81,a95
a88,a26
a93,a31
a93,a83
a1,a6
a1,a20
a1,a24
a1,a50
a1,a91
a1,a94
a6,a2
a6,a8
a6,a17
a6,a20
a6,a23
a6,a24
a6,a29
a6,a32
a6,a43
a6,a51
a6,a52
a6,a59
a6,a60
a6,a68
a6,a75
a6,a82
a6,a94
a20,a57
a20,a58
a50,a14
a91,a59
a94,a74
a2,a8
a2,a14
a2,a17
a2,a21
a2,a23
a2,a36
a2,a58
a2,a61
a2,a64
a2,a71
a2,a75
a2,a84
a2,a89
a8,a14
a8,a21
a8,a41
a8,a48
a14,a29
a14,a37
a14,a46
a14,a54
a14,a63
a17,a38
a17,a52
a17,a63
a17,a92
a21,a38
a21,a46
a21,a48
a21,a52
a21,a63
a21,a68
a21,a71
a21,a78
a21,a79
a21,a87
a21,a89
a23,a36
a23,a57
a23,a84
a58,a57
a61,a29
a61,a59
a61,a92
a64,a52
a64,a59
a64,a98
a71,a97
a71,a99
a75,a59
a84,a68
a29,a32
a29,a38
a29,a43
a29,a46
a29,a51
a29,a56
a29,a60
a29,a68
a29,a86
a29,a92
a32,a37
a32,a51
a41,a38
a41,a98
a43,a86
a48,a87
a48,a97
a56,a46
a56,a67
a56,a87
a67,a46
a74,a57
a74,a68
a74,a86
a74,a99
a78,a59
a79,a51
a82,a52
a19,a33
a19,a53
a19,a95
a22,a12
a22,a39
a25,a26
a25,a31
a25,a33
a25,a35
a25,a53
a25,a76
a25,a95
a26,a27
a26,a34
a26,a55
a26,a69
a31,a44
a31,a45
a35,a80
a35,a83
a40,a39
a40,a47
a49,a12
a49,a47
a80,a73
a85,a90
a85,a96
a12,a15
a12,a55
a39,a42
a39,a45
a39,a96
a52,a54
a52,a59
a59,a38
a60,a57
a77,a45
a44,a47
a34,a45
a46,a54
a54,a98
a38,a57
a86,a97
