a0,a3
a0,a6
a0,a20
a0,a50
a0,a94
a3,a1
a3,a2
a3,a4
a3,a5
a3,a7
a3,a9
a3,a11
a3,a12
a3,a13
a3,a15
a3,a16
a3,a22
a3,a25
a3,a27
a3,a28
a3,a31
a3,a35
a3,a40
a3,a44
a3,a47
a3,a53
a3,a55
a3,a62
a3,a65
a3,a66
a3,a69
a3,a70
a3,a73
a3,a77
a3,a85
a3,a88
a6,a4
a6,a5
a6,a9
a6,a10
a6,a12
a6,a13
a6,a15
a6,a30
a6,a34
a6,a49
a6,a76
a20,a7
a20,a12
a50,a7
a50,a18
a94,a11
a94,a73
a1,a4
a1,a5
a1,a7
a1,a9
a1,a10
a1,a11
a1,a13
a1,a16
a1,a18
a1,a19
a1,a26
a1,a28
a1,a30
a1,a33
a1,a69
a1,a70
a1,a72
a1,a81
a1,a88
a1,a93
a4,a2
a4,a8
a4,a14
a4,a17
a4,a21
a4,a23
a4,a24
a4,a36
a4,a58
a4,a61
a4,a64
a4,a71
a4,a75
a4,a84
a4,a91
a5,a2
a5,a8
a5,a23
a5,a71
a5,a89
a7,a2
a7,a8
a7,a21
a7,a24
a7,a43
a7,a67
a7,a74
a7,a79
a7,a89
a7,a99
a9,a14
a9,a17
a9,a23
a9,a29
a9,a32
a9,a36
a9,a41
a9,a48
a9,a56
a9,a78
a9,a82
a9,a91
a10,a2
a10,a17
a10,a37
a10,a43
a10,a52
a10,a59
a10,a75
a10,a82
a11,a2
a11,a24
a11,a29
a11,a32
a11,a48
a11,a51
a11,a60
a11,a68
a13,a14
a13,a37
a13,a63
a16,a2
a16,a54
a16,a68
a16,a89
a18,a2
a18,a14
a18,a46
a18,a52
a18,a57
a18,a58
a18,a63
a18,a71
a18,a79
a19,a2
a19,a14
a19,a38
a19,a48
a19,a52
a19,a78
a19,a87
a26,a14
a26,a24
a26,a46
a28,a14
a28,a36
a28,a43
a28,a51
a28,a56
a30,a8
a30,a38
a33,a17
a33,a21
a33,a59
a33,a67
a69,a36
a69,a99
a70,a36
a72,a29
a72,a59
a72,a74
a72,a84
a72,a97
a81,a17
a81,a21
a88,a36
a93,a43
a93,a87
a2,a12
a2,a22
a2,a25
a2,a27
a2,a31
a2,a35
a2,a39
a2,a40
a2,a49
a2,a62
a2,a80
a2,a83
a2,a85
a2,a90
a12,a21
a12,a63
a22,a14
a22,a60
a22,a84
a22,a92
a25,a17
a25,a38
a25,a57
a25,a61
a25,a68
a25,a86
a27,a24
a31,a21
a31,a32
a31,a46
a31,a51
a31,a98
a35,a21
a35,a87
a35,a97
a39,a14
a39,a21
a40,a38
a40,a41
a40,a79
a49,a48
a49,a54
a49,a60
a49,a64
a49,a74
a62,a14
a80,a48
a80,a75
a83,a21
a83,a48
a85,a8
a85,a97
a90,a14
a90,a87
a15,a14
a15,a29
a15,a41
a15,a92
a44,a29
a44,a32
a44,a59
a44,a82
a47,a41
a47,a46
a53,a21
a53,a23
a53,a75
a53,a78
a53,a91
a55,a8
a55,a29
a55,a58
a55,a61
a55,a92
a65,a14
a65,a38
a65,a98
a66,a8
a66,a14
a66,a99
a73,a14
a73,a38
a77,a56
a77,a71
a8,a42
a8,a76
a17,a34
a23,a34
a24,a76
a24,a95
a36,a45
a64,a42
a34,a37
a34,a57
a34,a86
a76,a86
a67,a45
a42,a29
a42,a38
a42,a54
a42,a56
a42,a98
a29,a45
a32,a95
a48,a96
a38,a45
a38,a96
a87,a45
a87,a96
a95,a86
