a0,a3
a0,a4
a0,a5
a0,a7
a0,a9
a0,a10
a0,a11
a0,a13
a0,a16
a0,a18
a0,a20
a0,a28
a0,a30
a0,a50
a0,a70
a0,a72
a0,a81
a0,a91
a0,a94
a3,a1
a3,a2
a3,a4
a3,a5
a3,a6
a3,a7
a3,a8
a3,a10
a3,a21
a3,a23
a3,a26
a3,a33
a3,a43
a3,a67
a3,a69
a3,a71
a3,a79
a3,a83
a3,a89
a4,a2
a4,a5
a4,a6
a4,a7
a4,a9
a4,a11
a4,a12
a4,a14
a4,a16
a4,a17
a4,a18
a4,a19
a4,a20
a4,a22
a4,a23
a4,a24
a4,a25
a4,a27
a4,a31
a4,a35
a4,a39
a4,a40
a4,a41
a4,a49
a4,a50
a4,a62
a4,a74
a4,a80
a4,a82
a4,a85
a4,a88
a4,a89
a4,a90
a4,a99
a5,a11
a5,a17
a5,a19
a5,a25
a5,a29
a5,a32
a5,a35
a5,a36
a5,a40
a5,a53
a5,a56
a5,a65
a5,a78
a5,a91
a7,a8
a7,a9
a7,a10
a7,a12
a7,a13
a7,a15
a7,a22
a7,a28
a7,a37
a7,a43
a7,a48
a7,a52
a7,a62
a7,a66
a7,a69
a7,a77
a7,a85
a9,a13
a9,a16
a9,a21
a9,a44
a9,a47
a9,a60
a9,a66
a9,a68
a9,a73
a9,a76
a9,a85
a10,a12
a10,a15
a10,a30
a10,a34
a10,a37
a10,a62
a10,a66
a10,a76
a11,a65
a13,a18
a13,a25
a13,a28
a13,a39
a13,a42
a13,a63
a13,a73
a13,a81
a16,a19
a16,a63
a18,a68
a18,a71
a18,a81
a20,a8
a20,a52
a28,a38
a28,a68
a30,a12
a30,a32
a30,a96
a50,a17
a70,a6
a70,a27
a72,a25
a72,a53
a72,a77
a81,a95
a91,a58
a94,a8
a94,a75
a1,a6
a1,a24
a1,a88
a1,a93
a6,a31
a6,a48
a24,a8
a24,a43
a88,a26
a93,a33
a93,a82
a2,a8
a2,a14
a2,a17
a2,a21
a2,a23
a2,a36
a2,a58
a2,a61
a2,a64
a2,a71
a2,a75
a2,a84
a8,a27
a8,a29
a8,a32
a8,a51
a8,a55
a8,a59
a8,a75
a8,a82
a14,a12
a14,a29
a17,a34
a17,a46
a17,a48
a17,a52
a17,a54
a17,a92
a21,a63
a23,a36
a23,a46
a23,a57
a23,a60
a23,a84
a58,a19
a58,a57
a58,a64
a58,a75
a58,a78
a61,a25
a61,a59
a64,a51
a71,a74
a71,a84
a71,a99
a75,a86
a26,a12
a26,a25
a26,a27
a26,a34
a26,a69
a33,a19
a33,a22
a67,a42
a67,a53
a67,a98
a79,a19
a79,a47
a83,a15
a83,a35
a89,a19
a12,a15
a12,a22
a12,a41
a12,a49
a12,a55
a12,a90
a19,a38
a19,a53
a19,a57
a22,a31
a22,a35
a22,a38
a22,a39
a22,a53
a22,a76
a22,a78
a22,a87
a22,a95
a25,a55
a25,a95
a27,a92
a31,a42
a31,a44
a31,a45
a31,a46
a31,a73
a35,a45
a39,a40
a39,a42
a39,a45
a39,a57
a39,a80
a39,a96
a40,a41
a41,a47
a41,a98
a49,a47
a74,a56
a74,a80
a74,a97
a82,a52
a85,a90
a85,a96
a99,a73
a29,a51
a29,a56
a29,a65
a29,a86
a32,a37
a32,a44
a32,a51
a53,a98
a56,a46
a48,a77
a52,a54
a51,a59
a59,a38
a44,a47
a47,a97
a60,a57
a42,a86
a63,a92
a46,a54
a46,a87
a54,a87
a87,a97
